video,width,height,question,answer,qid
41113,302,205,where is the woman singing,theater,FRAMEQA19692
41389,245,165,how many guys in uniform holding two balls touch them together,two,FRAMEQA46993
68642,500,281,how many car is racing and passing another car,one,FRAMEQA45436
79918,400,223,how many women on opposite teams collide,two,FRAMEQA36496
43874,245,160,what is the color of the shirt,black,FRAMEQA45484
96298,500,217,how many young men are walking outdoors,two,FRAMEQA15527
63882,260,146,what is scaring the boy who is trying to go into a door,spider,FRAMEQA25944
44565,250,162,how many fish are going into the scuba diver s mouth,two,FRAMEQA42801
171,166,324,what is the young man closing,shirt,FRAMEQA34891
64060,260,146,what is the color of the woman,black,FRAMEQA22015
92069,500,240,how many women are kissing and hugging each other,two,FRAMEQA26941
25156,245,193,how many girls dance together in sync in front of a crowd,three,FRAMEQA44897
89512,500,250,what is the boy slowly eating in front of the tv,bread,FRAMEQA28957
34767,300,225,where is the brown puppy enjoying the water,pool,FRAMEQA5513
61800,480,270,what is the man wearing and they fall off his face,glasses,FRAMEQA27719
86936,260,134,what come out of the mouth of a larger fish,fish,FRAMEQA30279
52042,500,287,how many man is laughing at the man beside him,one,FRAMEQA47405
59604,320,180,what is the color of the hair,green,FRAMEQA43582
79764,306,171,what is the color of the shirt,black,FRAMEQA37203
11830,400,400,where does the man sit while cars go by,chair,FRAMEQA38532
93092,320,150,what is touching the cat with its nose,dog,FRAMEQA26906
63866,260,146,how many guys is wearing winter coats are watching a little boy whose behind them sitting on the ground,two,FRAMEQA46515
65936,360,202,what rolls around in the living room,dog,FRAMEQA3500
27380,268,202,how many men are boxing,two,FRAMEQA29455
22012,250,212,what are two males holding,microphones,FRAMEQA11314
8337,250,287,how many performers are hugging while on stage together,two,FRAMEQA12410
59739,320,180,what is the color of the gown,red,FRAMEQA29958
82082,420,230,what is sitting on the white bed and the jumps off,cat,FRAMEQA4787
36102,200,148,where are two men and one moves backwards raising his fists,corridor,FRAMEQA887
41434,245,165,what is the color of the dress,black,FRAMEQA52774
10202,160,168,what is the color of the girl,white,FRAMEQA6135
34826,300,225,what is the man wearing talks on a phone and makes a fist,cap,FRAMEQA39439
33091,400,300,what is the color of the jacket,blue,FRAMEQA7156
78265,330,185,what is going around the race track,car,FRAMEQA24402
979,162,288,how many girls with dark hair are kissing each other,two,FRAMEQA46771
44786,400,259,what is trying to kiss the dolphin,cat,FRAMEQA23703
68925,500,281,what is the young man getting applied to him by someone,makeup,FRAMEQA21837
37662,500,363,how many guys are dancing while the others are watching,two,FRAMEQA36177
51339,245,140,what is the color of the dress,red,FRAMEQA2645
89048,300,150,what is wearing a costume is being filmed,cat,FRAMEQA32527
31000,240,180,what includes the bunch of people driving in absurd vehicles,montage,FRAMEQA20352
98172,450,188,what is walking towards the foggy field,horse,FRAMEQA30826
46692,350,216,what is the color of the hair,black,FRAMEQA5685
41160,400,271,what is sliding around on the floor,kitten,FRAMEQA16592
5658,360,461,what is the color of the sweater,black,FRAMEQA16887
4568,270,360,what lies on the bed and is licking its face,cat,FRAMEQA2214
18841,245,235,what is hugging the ball,panda,FRAMEQA10645
65067,260,146,where does the man look angry,office,FRAMEQA44522
70178,400,225,what is the color of the cat,white,FRAMEQA28326
46527,400,248,what walks on its two back feet,cat,FRAMEQA11024
54544,359,202,where are three guys dancing very comic,room,FRAMEQA31421
56298,540,304,what is the color of the wall,white,FRAMEQA33427
63476,356,200,what is going down the street at night,car,FRAMEQA32963
49169,500,298,what is the man at an outside venue smoking,cigarette,FRAMEQA31287
34634,316,237,what attacks the puppy pushing him into the pool,cat,FRAMEQA8339
56527,430,242,what is standing up in two legs,bear,FRAMEQA51704
28534,320,240,what is the color of the hat,blue,FRAMEQA7844
45368,400,254,what is the color of the shirt,white,FRAMEQA47550
97307,250,106,what is the color of the hat,black,FRAMEQA13931
60113,480,270,what is standing on its hind legs and holding something,dog,FRAMEQA48268
37343,193,141,what is the color of the skirt,black,FRAMEQA31602
51321,245,140,what is the color of the man,white,FRAMEQA48068
63076,371,209,what is the color of the ocean,blue,FRAMEQA21506
31255,320,240,what is laying on someones back,cat,FRAMEQA32278
27617,250,188,what plays with the person s fingers,cat,FRAMEQA12256
71767,500,281,what is the color of the man,white,FRAMEQA49299
78790,320,179,what is the color of the shirt,white,FRAMEQA50373
81452,245,135,how many man are talking to each other and making faces,two,FRAMEQA892
8873,256,286,what is blowing out candles on a cake,horse,FRAMEQA33903
52002,290,166,what does the hockey player break against the boards,stick,FRAMEQA38823
69914,400,225,what is the young man somersaulting off,building,FRAMEQA47970
61872,480,270,what play together in the green field,dogs,FRAMEQA22461
43229,500,330,how many man head bangs while the other is playing guitar,one,FRAMEQA40064
37361,236,173,how many paramedics are helping the seriously injured person,two,FRAMEQA52499
46561,500,310,what is the young man having taken by a crowd,picture,FRAMEQA44113
55423,408,230,what is helping its child up a hill,elephant,FRAMEQA32581
23639,211,173,what catches the mouse and rips it in half,turtle,FRAMEQA5837
98188,364,153,what is the color of the carpet,red,FRAMEQA29845
81276,445,245,where is the dog chasing a ball and he crashes into an oven and breaks the glass,house,FRAMEQA30804
4928,290,387,what plays with the toy,cat,FRAMEQA32700
99542,570,230,what is the color of the shirt,black,FRAMEQA5388
73095,500,281,what is the color of the hair,brown,FRAMEQA30107
57039,320,180,what is the color of the man,black,FRAMEQA6650
46931,245,150,what is the color of the cat,white,FRAMEQA24342
92365,500,240,what is the color of the woman,white,FRAMEQA44838
85925,470,247,how many young men share the joke and laugh,two,FRAMEQA39242
44609,500,325,what is the color of the bandanna,red,FRAMEQA19156
89848,500,250,what is looking at something up close,cat,FRAMEQA19220
93343,245,114,how many women look at each other as they walk in the street,two,FRAMEQA24087
58787,480,270,what peeks through blinds and stares with its eyes and nose,cat,FRAMEQA8875
30438,320,240,what is the color of the girl,white,FRAMEQA18774
82871,450,244,how many men are pushing something along when another man on a bike and one on a skateboard come racing past them,two,FRAMEQA1926
20913,500,444,what is the fox sitting on a planet and waving,tail,FRAMEQA94
98330,500,209,what is the color of the girl,white,FRAMEQA52435
77897,499,279,what is the color of the shirt,blue,FRAMEQA49927
64729,260,146,how many female hockey players collide and fall to the ground,two,FRAMEQA52494
87223,500,257,how many boys does the girl in pink hit on the head,two,FRAMEQA21323
30510,280,210,how many men in dress shirts are sword fighting,two,FRAMEQA41029
8558,267,300,what is the color of the lipstick,red,FRAMEQA44001
94197,500,230,what is the color of the shirt,black,FRAMEQA13543
77716,376,210,what is the color of the mug,orange,FRAMEQA23959
7788,300,352,what is balancing on the chain fence in a car park,dog,FRAMEQA50661
34384,500,375,what is the color of the dress,red,FRAMEQA2183
83548,635,342,what is the color of the tshirt,black,FRAMEQA1711
62840,371,209,where are two girls dancing,kitchen,FRAMEQA14982
63518,357,200,what is the color of the puppy,white,FRAMEQA4152
3635,270,373,what is keeping the person s hand away from it,cat,FRAMEQA26213
33237,400,300,what is the color of the dog,white,FRAMEQA38283
85266,500,264,how many singers are singing,three,FRAMEQA22492
35548,330,247,what is the color of the shirt,black,FRAMEQA50807
95281,500,223,what is the color of the horses,white,FRAMEQA17412
21286,320,281,what does the cat put into the washing machine,towel,FRAMEQA48972
64694,260,146,how many young men are camping out in the open,four,FRAMEQA34363
6292,230,285,what picks up the milk carton and carries it away,puppy,FRAMEQA18854
42297,319,212,what is the young man playing and laughing,drums,FRAMEQA21525
101556,500,179,what is the color of the man,white,FRAMEQA48679
59494,320,180,what does the blond haired boy remove,shirt,FRAMEQA38516
73429,400,225,what is the person riding,outdoors,FRAMEQA1917
81170,320,176,what is the color of the flowers,white,FRAMEQA4737
59297,320,180,how many men are there,two,FRAMEQA44805
13319,177,177,what is the color of the dress,red,FRAMEQA8899
67469,300,168,what do two dogs jump up an open,gate,FRAMEQA12659
56662,320,180,what is the color of the box,blue,FRAMEQA25505
28250,200,150,what is licking the white and gray kitten,dog,FRAMEQA16117
76950,318,178,how many race cars are crashing while driving on the track,two,FRAMEQA14993
64645,260,146,how many young black woman are kissing each other,two,FRAMEQA28526
48029,400,242,what is laying down between someone s legs and he falls,cat,FRAMEQA11660
77368,354,199,what is man holding and walking in snow,snowboard,FRAMEQA5835
72728,250,141,what is the color of the mat,blue,FRAMEQA4330
56930,320,181,what is the color of the suit,black,FRAMEQA49356
48804,500,300,what does the man lift off of a plate and the woman picks up a purple bracelet,cover,FRAMEQA23066
7526,250,299,what is passing through the rural road,vehicle,FRAMEQA35055
39047,325,228,what is playing with the ball,elephant,FRAMEQA35511
4138,203,270,what is moving the water,breeze,FRAMEQA47194
61247,320,180,how many men is sitting together while one ruffles his hair,two,FRAMEQA28575
95137,398,179,what almost hits the man while speeding down the street,car,FRAMEQA23845
43851,245,160,where are the man and woman talking,theater,FRAMEQA27905
61070,480,270,how many women pose together for the photographer,two,FRAMEQA9695
51361,245,140,what is the color of the hair,black,FRAMEQA51815
1095,260,462,what is the color of the hair,black,FRAMEQA28177
1624,166,282,what falls after it tries to jump onto a table,cat,FRAMEQA2586
11669,160,160,what is the color of the woman,white,FRAMEQA36239
78401,331,185,what crashes during the f1 race,car,FRAMEQA35612
31953,200,150,what does the woman pull off,clothes,FRAMEQA34499
78359,331,185,what is sliding off the race track onto the dirt,car,FRAMEQA34823
30623,320,240,what is the color of the woman,black,FRAMEQA22952
35623,400,299,what comes out of hiding and runs away,cat,FRAMEQA48581
87142,320,164,what is the color of the shirt,white,FRAMEQA32354
67551,500,281,what is the woman modeling in front of others,dress,FRAMEQA11397
54831,500,282,what is the color of the jacket,black,FRAMEQA40522
25223,400,315,what holding a branch in its mouth and spinning in a circle falls off a table,cat,FRAMEQA39709
55947,316,178,what pass under the banner on a speedway,cars,FRAMEQA12513
87234,500,257,what is the color of the rabbit,white,FRAMEQA30579
87022,482,248,what is frightened by the cat balloon strikes it and it pops,cat,FRAMEQA30323
12005,199,199,where is the man in a helmet dancing,kitchen,FRAMEQA42028
30274,320,240,what is the girl with a tattoo on her face pushing into her mouth,marshmallows,FRAMEQA35017
32919,320,240,what is the color of the blanket,black,FRAMEQA43126
69759,250,141,how many man is rubbing his head while another is laughing,one,FRAMEQA50341
85692,245,128,what is the color of the men,white,FRAMEQA26422
84562,245,130,what is the color of the rope,red,FRAMEQA30207
90511,500,248,what is the man playing and sticking his tongue out,drums,FRAMEQA34699
86002,360,188,what is the color of the sweatshirt,black,FRAMEQA2959
77459,372,208,how many men wants to fight,three,FRAMEQA1876
65608,360,202,what wear guy points to his head and then away,sunglasses,FRAMEQA36640
48212,256,154,what does the man with a beard play,guitar,FRAMEQA29641
11020,500,510,what is making funny face,cap,FRAMEQA46362
66147,360,202,what is the color of the rat,white,FRAMEQA30847
10597,350,360,what is the girl twirling,umbrella,FRAMEQA38146
47887,270,165,what does the car overtake,cars,FRAMEQA25323
6139,194,242,what is the man scaring and it is jumping,cat,FRAMEQA51003
98509,500,209,how many women are fighting with each other,two,FRAMEQA43236
87971,400,202,what is the color of the carpet,green,FRAMEQA34017
41632,400,269,what is the color of the lady,black,FRAMEQA3121
4685,144,192,what does the tiny white dog sniff,cake,FRAMEQA36838
23730,318,260,how many men are sat down before things move,two,FRAMEQA46621
68000,400,225,how many men are sitting at the bar enjoying music,two,FRAMEQA14542
15923,306,306,what is the boy playing and hanging out with his friends,instruments,FRAMEQA16420
